Description	ID	tita	tlon	tcan	tusa	dmag	dpul	afra	ocin	tcas	lart	lubb	lapu	lcou	etex
NA	OG0009995	1	0	1	1	0	0	0	0	0	1	1	1	1	0
NA	OG0009996	1	1	1	1	0	0	0	0	0	0	1	1	1	0
NA	OG0009997	1	1	1	1	0	0	0	0	0	0	1	1	1	0
NA	OG0009998	0	0	0	0	0	0	0	0	0	0	3	3	1	0
NA	OG0009999	1	0	1	1	0	0	0	0	0	1	1	1	1	0
NA	OG0010000	1	0	1	1	0	0	0	0	0	1	1	1	1	0
NA	OG0010001	1	1	1	1	0	0	0	0	0	1	1	1	0	0
NA	OG0010002	1	0	1	1	0	0	0	0	0	1	1	1	1	0
NA	OG0010003	1	1	1	1	0	0	0	1	0	0	1	1	0	0
NA	OG0010004	1	1	1	1	0	0	0	0	0	1	0	1	1	0
NA	OG0010005	1	0	1	1	0	0	0	0	0	1	1	1	1	0
NA	OG0010006	1	0	1	1	0	0	0	0	0	1	1	1	1	0
NA	OG0010007	0	1	1	1	0	0	0	0	0	1	1	1	1	0
NA	OG0010008	1	0	1	1	0	0	0	0	0	1	1	1	1	0
NA	OG0010009	1	1	1	0	0	0	0	0	0	1	1	1	1	0
NA	OG0010010	1	1	1	1	0	0	0	0	0	1	0	1	1	0
NA	OG0010011	1	1	1	1	0	0	0	0	0	1	1	1	0	0
NA	OG0010012	1	1	1	1	0	0	0	0	0	0	1	1	1	0
NA	OG0010013	2	0	2	2	0	0	0	0	0	0	0	1	0	0
NA	OG0010014	1	0	1	1	0	0	0	0	0	1	2	1	0	0
NA	OG0010015	1	0	2	1	0	0	0	0	0	0	0	2	1	0
NA	OG0010016	0	0	1	2	0	0	0	0	0	1	1	1	1	0
NA	OG0010017	1	0	1	1	0	0	0	0	0	1	1	1	1	0
NA	OG0010018	2	0	1	2	0	0	0	0	0	0	0	2	0	0
NA	OG0010019	2	0	1	1	0	0	0	0	0	0	1	1	1	0
NA	OG0010020	1	1	1	1	0	0	0	0	0	0	1	1	1	0
NA	OG0010021	1	1	1	1	0	0	0	0	0	1	2	0	0	0
NA	OG0010022	1	1	1	1	0	0	0	0	0	1	1	0	1	0
NA	OG0010023	1	1	1	1	0	0	0	1	0	1	1	0	0	0
NA	OG0010024	1	1	1	1	0	0	0	0	0	1	1	0	1	0
NA	OG0010025	1	1	1	1	0	0	0	0	0	1	1	0	1	0
NA	OG0010026	1	1	1	1	0	0	0	0	0	1	1	0	1	0
NA	OG0010027	1	1	1	1	0	0	0	0	0	1	1	0	1	0
NA	OG0010028	1	1	1	1	0	0	0	0	0	1	1	0	1	0
NA	OG0010029	1	1	1	1	0	0	0	0	0	1	1	0	1	0
NA	OG0010030	1	1	1	1	0	0	0	0	0	1	1	0	1	0
NA	OG0010031	1	1	1	1	0	0	0	0	0	1	1	0	1	0
NA	OG0010032	1	1	1	1	0	0	0	0	0	1	1	0	1	0
NA	OG0010033	3	0	1	2	0	0	0	0	0	1	0	0	0	0
NA	OG0010034	0	2	3	1	0	0	0	0	0	1	0	0	0	0
NA	OG0010036	1	0	0	0	0	0	0	0	0	0	3	0	3	0
NA	OG0010037	0	0	1	0	0	0	0	0	0	0	1	0	5	0
NA	OG0010038	2	0	0	0	0	0	0	0	0	0	0	0	5	0
NA	OG0010040	0	0	0	0	0	0	0	0	0	0	1	0	6	0
NA	OG0010041	1	0	0	0	0	0	0	0	0	0	1	0	5	0
NA	OG0010042	1	0	0	0	0	0	0	0	1	0	3	0	2	0
NA	OG0010045	1	0	0	0	0	0	0	0	0	0	1	0	5	0
NA	OG0010047	2	0	0	0	0	0	0	0	0	0	3	0	2	0
NA	OG0010048	2	0	0	0	0	0	0	0	0	0	1	0	4	0
NA	OG0010049	0	0	0	0	0	0	0	0	0	0	2	0	5	0
NA	OG0010051	2	0	0	0	0	0	0	0	0	0	0	0	5	0
NA	OG0010052	0	0	0	0	0	0	0	0	0	0	2	0	5	0
NA	OG0010053	1	0	0	0	0	0	0	0	0	0	1	0	5	0
NA	OG0010054	1	0	0	0	0	0	0	0	0	0	1	0	5	0
NA	OG0010055	1	0	0	0	0	0	0	0	0	0	1	0	5	0
NA	OG0010056	1	0	0	0	0	0	0	0	0	0	0	0	6	0
NA	OG0010057	1	0	0	0	0	0	0	0	0	0	2	0	4	0
NA	OG0010058	1	0	0	0	0	0	0	0	0	0	2	0	4	0
NA	OG0010059	1	0	0	0	0	0	0	0	0	0	1	0	5	0
NA	OG0010062	2	0	0	0	0	0	0	0	0	0	1	0	4	0
NA	OG0010063	0	0	0	0	0	0	0	0	0	0	1	0	6	0
NA	OG0010065	1	0	0	0	0	0	0	0	0	0	2	0	4	0
NA	OG0010067	1	0	0	0	0	0	0	0	0	0	2	0	4	0
NA	OG0010068	2	0	0	0	0	0	0	0	0	0	1	0	4	0
NA	OG0010069	0	0	0	0	0	0	0	0	0	0	4	0	3	0
NA	OG0010070	1	0	0	0	0	0	0	0	0	0	1	0	5	0
NA	OG0010071	0	0	0	0	0	0	0	0	0	0	1	0	6	0
NA	OG0010072	1	0	0	0	0	0	0	0	0	0	1	0	5	0
NA	OG0010074	0	0	0	0	0	0	0	0	0	0	2	0	5	0
NA	OG0010075	1	0	0	0	0	0	0	0	0	0	1	0	5	0
NA	OG0010076	1	0	0	0	0	0	0	0	0	0	2	0	4	0
NA	OG0010078	2	0	0	0	0	0	0	0	0	0	0	0	5	0
NA	OG0010079	1	1	1	1	0	0	0	1	0	0	0	0	2	0
NA	OG0010080	0	0	0	0	0	0	0	1	5	0	0	0	1	0
NA	OG0010081	1	0	0	0	0	0	0	0	0	0	1	0	5	0
NA	OG0010082	2	0	0	0	0	0	0	0	0	0	0	0	5	0
NA	OG0010083	0	0	0	0	0	0	0	0	0	0	2	0	5	0
NA	OG0010085	0	0	0	0	0	0	0	0	0	0	2	0	5	0
NA	OG0010086	0	0	0	0	0	0	0	0	0	0	3	0	4	0
NA	OG0010087	1	0	0	0	0	0	0	0	0	0	1	0	5	0
NA	OG0010088	0	0	0	0	0	0	0	0	0	0	1	0	6	0
NA	OG0010089	1	0	0	0	0	0	0	0	0	0	1	0	5	0
NA	OG0010090	1	0	0	0	0	0	0	0	0	0	0	0	6	0
NA	OG0010092	0	0	0	0	0	0	0	0	0	0	4	0	3	0
NA	OG0010094	1	0	0	0	0	0	0	0	0	0	0	0	6	0
NA	OG0010095	2	0	0	0	0	0	0	0	0	0	0	0	5	0
NA	OG0010096	0	0	0	0	0	0	0	0	0	0	1	0	6	0
NA	OG0010097	0	0	0	0	0	0	0	0	0	0	2	0	5	0
NA	OG0010098	0	0	0	0	0	0	0	0	0	0	6	0	1	0
NA	OG0010101	1	1	1	1	0	0	0	1	1	0	1	0	0	0
NA	OG0010103	2	0	2	2	0	0	0	0	0	0	1	0	0	0
NA	OG0010112	0	0	0	0	0	0	0	1	6	0	0	0	0	0
NA	OG0010146	2	2	1	2	0	0	0	0	0	0	0	0	0	0
NA	OG0010147	3	0	2	2	0	0	0	0	0	0	0	0	0	0
NA	OG0010148	0	1	3	3	0	0	0	0	0	0	0	0	0	0
NA	OG0010149	0	1	4	2	0	0	0	0	0	0	0	0	0	0
NA	OG0010150	2	1	2	2	0	0	0	0	0	0	0	0	0	0
NA	OG0010151	2	0	3	2	0	0	0	0	0	0	0	0	0	0
NA	OG0010152	2	1	2	2	0	0	0	0	0	0	0	0	0	0
NA	OG0010153	2	0	3	2	0	0	0	0	0	0	0	0	0	0
NA	OG0010154	1	2	2	2	0	0	0	0	0	0	0	0	0	0
NA	OG0010155	5	1	1	0	0	0	0	0	0	0	0	0	0	0
NA	OG0010156	2	0	3	2	0	0	0	0	0	0	0	0	0	0
NA	OG0010157	2	0	2	3	0	0	0	0	0	0	0	0	0	0
NA	OG0010158	4	0	2	1	0	0	0	0	0	0	0	0	0	0
NA	OG0010186	0	0	0	0	0	0	1	0	0	0	4	0	0	1
NA	OG0010187	0	0	0	0	0	0	2	0	0	0	0	0	0	4
NA	OG0010188	0	0	0	0	0	0	4	0	0	0	0	0	1	1
NA	OG0010189	0	0	0	0	3	1	1	0	0	0	0	0	0	1
NA	OG0010190	0	0	0	0	1	0	1	0	0	0	0	0	0	4
NA	OG0010191	0	0	0	0	0	0	1	0	0	0	5	0	0	0
NA	OG0010192	0	0	0	0	1	1	4	0	0	0	0	0	0	0
NA	OG0010194	1	0	0	0	0	0	1	0	0	0	1	0	3	0
NA	OG0010195	1	0	0	0	0	1	3	0	0	0	0	0	1	0
NA	OG0010197	0	1	0	0	1	1	1	1	1	0	0	0	0	0
NA	OG0010198	0	0	0	0	0	0	3	0	0	0	2	0	1	0
NA	OG0010199	0	0	1	0	1	0	4	0	0	0	0	0	0	0
NA	OG0010201	0	0	0	0	1	1	1	0	1	0	0	0	0	2
NA	OG0010202	0	0	0	0	0	1	1	1	3	0	0	0	0	0
NA	OG0010203	1	0	0	0	1	0	1	0	0	0	2	0	1	0
NA	OG0010204	0	0	0	0	1	1	1	1	1	0	0	0	0	1
NA	OG0010205	0	0	0	0	0	2	1	1	1	0	0	0	0	1
NA	OG0010206	0	0	0	0	0	0	1	0	5	0	0	0	0	0
NA	OG0010207	0	0	0	0	1	2	1	0	0	0	0	0	0	2
NA	OG0010208	0	0	0	0	1	1	4	0	0	0	0	0	0	0
NA	OG0010209	1	1	1	1	0	0	2	0	0	0	0	0	0	0
NA	OG0010211	0	0	1	1	0	0	3	1	0	0	0	0	0	0
NA	OG0010212	0	1	0	0	0	1	1	1	0	0	0	0	0	2
NA	OG0010213	0	0	0	0	1	1	1	1	0	0	0	0	0	2
NA	OG0010214	1	0	0	0	0	2	1	0	0	0	0	0	2	0
NA	OG0010215	0	1	0	0	0	0	1	0	0	1	1	1	1	0
NA	OG0010216	0	0	0	0	1	1	1	0	0	1	0	0	0	2
NA	OG0010217	0	0	0	0	1	1	1	1	1	0	0	0	0	1
NA	OG0010218	1	1	1	1	0	1	1	0	0	0	0	0	0	0
NA	OG0010220	0	0	0	0	1	1	1	0	2	0	0	0	0	1
NA	OG0010222	0	0	0	0	1	1	1	1	0	0	0	0	0	2
NA	OG0010223	0	0	0	0	1	1	3	1	0	0	0	0	0	0
NA	OG0010224	0	0	0	0	1	1	1	0	0	0	1	1	1	0
NA	OG0010225	0	0	0	0	1	1	1	0	1	0	0	0	0	2
NA	OG0010229	0	0	0	0	1	0	1	1	1	0	0	1	0	1
NA	OG0010232	0	0	0	0	0	0	2	0	0	0	2	0	2	0
NA	OG0010233	0	1	0	0	1	0	1	0	1	0	0	0	0	2
NA	OG0010234	0	0	0	0	1	1	1	1	1	0	0	0	1	0
NA	OG0010235	0	0	0	0	0	0	1	1	3	0	0	0	1	0
NA	OG0010237	0	0	0	0	1	1	1	1	2	0	0	0	0	0
NA	OG0010238	0	0	0	0	0	0	1	5	0	0	0	0	0	0
NA	OG0010240	0	0	0	0	1	1	1	1	1	0	0	0	0	1
NA	OG0010241	1	0	0	0	0	0	2	0	0	0	1	0	2	0
NA	OG0010242	0	0	0	0	1	0	4	0	0	0	0	0	0	1
NA	OG0010243	0	0	0	0	1	1	3	0	0	0	0	0	1	0
NA	OG0010244	0	0	0	0	1	1	2	0	0	0	1	0	0	1
NA	OG0010245	0	0	0	0	1	1	2	0	0	0	0	0	0	2
NA	OG0010247	0	0	0	0	1	1	2	0	1	0	0	0	0	1
NA	OG0010248	0	0	0	0	1	2	1	0	0	0	0	0	0	2
NA	OG0010249	0	0	0	0	1	1	1	1	0	0	0	0	0	2
NA	OG0010250	0	0	0	0	1	1	1	0	1	0	0	1	0	1
NA	OG0010251	0	0	0	0	0	2	4	0	0	0	0	0	0	0
NA	OG0010253	0	1	0	0	1	1	1	1	1	0	0	0	0	0
NA	OG0010254	0	0	0	0	1	0	1	1	2	0	0	0	0	1
NA	OG0010255	0	0	0	0	1	0	1	0	0	0	1	0	2	1
NA	OG0010256	2	0	1	2	0	0	1	0	0	0	0	0	0	0
NA	OG0010258	0	0	0	0	1	1	1	2	1	0	0	0	0	0
NA	OG0010259	0	0	0	0	1	1	1	1	1	0	0	0	0	1
NA	OG0010260	0	0	0	0	1	0	1	0	3	0	0	0	0	1
NA	OG0010261	0	0	0	0	0	1	2	1	1	0	0	0	0	1
NA	OG0010262	0	0	0	0	0	1	2	1	1	0	0	0	0	1
NA	OG0010263	0	0	0	0	0	1	5	0	0	0	0	0	0	0
NA	OG0010264	0	0	0	0	1	1	1	1	1	0	0	0	0	1
NA	OG0010265	0	0	0	0	1	1	1	1	1	0	0	0	0	1
NA	OG0010266	0	0	0	0	1	1	1	1	1	0	0	0	0	1
NA	OG0010267	2	0	1	1	1	0	1	0	0	0	0	0	0	0
NA	OG0010268	0	0	0	0	1	1	1	0	0	1	0	1	0	1
NA	OG0010269	1	0	0	0	0	0	1	0	0	0	1	0	2	1
NA	OG0010270	0	0	0	0	0	0	1	0	0	0	0	0	0	5
NA	OG0010271	0	0	0	0	0	1	3	0	0	0	0	0	2	0
NA	OG0010272	0	0	0	0	1	1	1	1	1	0	0	0	0	1
NA	OG0010273	0	0	0	0	1	1	1	1	1	0	0	0	0	1
NA	OG0010274	1	1	0	0	0	0	1	0	0	0	1	1	0	1
NA	OG0010275	0	0	0	0	1	1	1	0	1	1	0	0	0	1
NA	OG0010276	0	0	0	0	1	1	1	1	1	0	0	0	0	1
NA	OG0010277	0	0	0	0	1	1	1	1	0	0	0	0	0	2
NA	OG0010278	1	0	0	0	0	0	1	0	0	0	1	0	3	0
NA	OG0010279	0	0	0	0	0	0	1	4	0	0	0	0	0	1
NA	OG0010280	0	0	0	0	2	3	1	0	0	0	0	0	0	0
NA	OG0010281	0	0	0	0	3	2	1	0	0	0	0	0	0	0
NA	OG0010282	0	0	0	0	1	2	1	1	0	0	0	0	0	1
NA	OG0010283	0	0	0	0	1	1	1	2	0	0	0	0	0	1
NA	OG0010284	0	0	0	0	0	2	1	1	1	0	0	0	0	1
NA	OG0010285	0	0	0	0	0	1	1	1	1	0	1	0	0	1
NA	OG0010286	0	0	0	0	0	0	1	0	0	0	1	0	4	0
NA	OG0010287	0	0	0	0	1	0	1	2	0	0	0	0	0	2
NA	OG0010288	0	0	0	0	0	1	1	1	0	2	0	0	1	0
NA	OG0010289	0	0	0	0	1	4	1	0	0	0	0	0	0	0
NA	OG0010290	1	0	1	1	0	0	1	0	0	0	0	0	0	2
NA	OG0010291	0	0	0	0	0	0	1	0	0	0	1	0	3	1
NA	OG0010292	0	0	0	1	1	0	1	0	1	0	0	0	0	2
NA	OG0010293	0	0	0	0	0	0	1	0	0	0	3	0	0	2
NA	OG0010294	0	0	0	0	0	0	3	0	0	0	0	0	0	3
NA	OG0010295	0	0	0	0	5	1	0	0	0	0	0	0	0	0
NA	OG0010296	0	0	0	0	2	0	0	0	0	0	0	0	0	4
NA	OG0010297	1	0	0	0	1	0	0	0	0	0	0	0	4	0
NA	OG0010298	0	0	0	0	2	4	0	0	0	0	0	0	0	0
NA	OG0010299	0	0	0	0	1	5	0	0	0	0	0	0	0	0
NA	OG0010301	0	0	0	0	1	1	0	0	0	0	2	0	2	0
NA	OG0010302	0	0	0	0	5	1	0	0	0	0	0	0	0	0
NA	OG0010303	0	0	0	0	2	4	0	0	0	0	0	0	0	0
NA	OG0010304	0	0	1	2	1	1	0	0	0	0	0	0	0	1
NA	OG0010305	0	0	0	0	3	1	0	2	0	0	0	0	0	0
NA	OG0010306	0	0	0	0	1	0	0	0	0	4	1	0	0	0
NA	OG0010307	0	0	0	0	4	2	0	0	0	0	0	0	0	0
NA	OG0010308	0	0	0	0	4	2	0	0	0	0	0	0	0	0
NA	OG0010309	0	0	0	0	4	2	0	0	0	0	0	0	0	0
NA	OG0010310	0	0	0	0	1	1	0	0	1	0	0	0	0	3
NA	OG0010311	0	0	0	0	3	3	0	0	0	0	0	0	0	0
NA	OG0010312	0	0	0	0	1	5	0	0	0	0	0	0	0	0
NA	OG0010313	0	0	0	0	2	4	0	0	0	0	0	0	0	0
NA	OG0010314	0	0	1	0	1	0	0	4	0	0	0	0	0	0
NA	OG0010315	0	0	0	0	1	1	0	0	1	0	0	0	0	3
NA	OG0010316	0	0	0	0	1	1	0	0	1	0	0	0	0	3
NA	OG0010318	0	0	0	0	1	5	0	0	0	0	0	0	0	0
NA	OG0010319	0	0	0	0	4	2	0	0	0	0	0	0	0	0
NA	OG0010320	0	0	0	0	2	4	0	0	0	0	0	0	0	0
NA	OG0010321	0	0	0	0	1	0	0	0	0	0	0	0	5	0
NA	OG0010322	0	0	0	0	1	0	0	0	0	0	0	0	5	0
NA	OG0010323	0	0	0	0	2	4	0	0	0	0	0	0	0	0
NA	OG0010324	1	0	0	0	1	0	0	0	0	0	1	0	3	0
NA	OG0010325	0	0	0	0	1	5	0	0	0	0	0	0	0	0
NA	OG0010326	0	0	0	0	2	4	0	0	0	0	0	0	0	0
NA	OG0010327	0	0	0	0	1	5	0	0	0	0	0	0	0	0
NA	OG0010328	0	0	0	0	1	4	0	0	0	0	0	0	0	1
NA	OG0010329	0	0	0	0	1	5	0	0	0	0	0	0	0	0
NA	OG0010330	0	1	0	0	1	1	0	0	0	0	1	1	0	1
NA	OG0010331	1	1	1	1	1	1	0	0	0	0	0	0	0	0
NA	OG0010332	1	0	0	0	1	0	0	0	0	1	1	1	1	0
NA	OG0010333	0	0	0	0	1	1	0	0	0	2	1	0	1	0
NA	OG0010335	0	0	0	0	3	3	0	0	0	0	0	0	0	0
NA	OG0010340	0	0	0	0	4	2	0	0	0	0	0	0	0	0
NA	OG0010342	1	0	2	0	2	1	0	0	0	0	0	0	0	0
NA	OG0010345	0	0	0	0	5	1	0	0	0	0	0	0	0	0
NA	OG0010346	0	0	0	0	5	1	0	0	0	0	0	0	0	0
NA	OG0010347	0	0	0	0	2	3	0	0	0	1	0	0	0	0
NA	OG0010349	0	0	0	0	4	0	0	0	0	0	0	1	1	0
NA	OG0010352	0	0	0	0	4	2	0	0	0	0	0	0	0	0
NA	OG0010354	0	0	0	0	5	1	0	0	0	0	0	0	0	0
NA	OG0010355	0	0	0	0	1	5	0	0	0	0	0	0	0	0
NA	OG0010357	0	0	0	0	5	1	0	0	0	0	0	0	0	0
NA	OG0010359	0	0	0	0	1	5	0	0	0	0	0	0	0	0
NA	OG0010360	0	0	0	0	1	5	0	0	0	0	0	0	0	0
NA	OG0010361	0	0	0	0	2	4	0	0	0	0	0	0	0	0
NA	OG0010362	0	0	0	0	2	4	0	0	0	0	0	0	0	0
NA	OG0010363	1	0	0	0	1	0	0	0	0	0	1	0	2	1
NA	OG0010364	0	0	0	0	1	0	0	0	0	0	2	0	3	0
NA	OG0010365	0	0	0	0	4	1	0	0	0	0	0	0	0	1
NA	OG0010366	0	0	0	0	3	3	0	0	0	0	0	0	0	0
NA	OG0010367	0	0	0	0	2	4	0	0	0	0	0	0	0	0
NA	OG0010368	0	0	0	0	5	1	0	0	0	0	0	0	0	0
NA	OG0010369	0	0	0	0	3	3	0	0	0	0	0	0	0	0
NA	OG0010370	1	0	0	0	1	0	0	0	0	0	1	0	3	0
NA	OG0010371	1	0	0	0	1	0	0	0	0	0	3	0	1	0
NA	OG0010373	1	0	0	0	1	0	0	0	0	0	2	0	2	0
NA	OG0010374	1	0	0	0	1	0	0	0	0	0	2	0	2	0
NA	OG0010375	0	0	0	0	1	0	0	0	0	0	3	0	2	0
NA	OG0010376	0	0	0	0	1	0	0	0	0	0	0	0	5	0
NA	OG0010377	0	0	0	0	1	0	0	1	0	0	1	0	2	1
NA	OG0010378	0	0	0	0	1	0	0	0	0	0	2	0	3	0
NA	OG0010379	1	0	0	0	1	0	0	0	0	0	2	0	2	0
NA	OG0010380	1	0	0	0	1	0	0	0	0	0	2	0	2	0
NA	OG0010381	0	0	0	0	3	3	0	0	0	0	0	0	0	0
NA	OG0010382	1	0	1	0	1	0	0	0	0	0	1	1	1	0
NA	OG0010383	1	0	0	0	1	0	0	0	0	0	2	0	2	0
NA	OG0010384	1	0	0	0	1	0	0	0	0	0	0	0	4	0
NA	OG0010385	0	0	0	0	4	2	0	0	0	0	0	0	0	0
NA	OG0010386	0	0	0	0	3	3	0	0	0	0	0	0	0	0
NA	OG0010387	0	0	0	0	2	4	0	0	0	0	0	0	0	0
NA	OG0010389	0	0	0	0	2	4	0	0	0	0	0	0	0	0
NA	OG0010390	0	0	0	0	4	2	0	0	0	0	0	0	0	0
NA	OG0010391	0	0	0	0	2	4	0	0	0	0	0	0	0	0
NA	OG0010393	1	1	1	1	1	0	0	1	0	0	0	0	0	0
NA	OG0010394	1	2	1	1	1	0	0	0	0	0	0	0	0	0
NA	OG0010395	0	0	0	0	1	1	0	1	2	0	0	0	0	1
NA	OG0010396	0	0	0	0	1	0	0	0	1	1	0	1	0	2
NA	OG0010397	0	0	0	0	2	4	0	0	0	0	0	0	0	0
NA	OG0010398	0	0	0	0	1	2	0	0	0	0	0	0	0	3
NA	OG0010399	0	0	0	0	1	5	0	0	0	0	0	0	0	0
NA	OG0010400	0	0	0	0	1	5	0	0	0	0	0	0	0	0
NA	OG0010401	1	1	1	1	1	1	0	0	0	0	0	0	0	0
NA	OG0010402	1	0	1	1	1	1	0	0	0	0	1	0	0	0
NA	OG0010403	0	0	0	0	1	0	0	1	1	0	0	1	0	2
NA	OG0010404	0	0	0	0	1	1	0	2	1	0	0	0	1	0
NA	OG0010405	0	0	1	1	1	0	0	1	1	0	0	0	0	1
NA	OG0010406	0	0	0	0	1	5	0	0	0	0	0	0	0	0
NA	OG0010407	0	0	0	0	1	5	0	0	0	0	0	0	0	0
NA	OG0010408	0	0	0	0	1	5	0	0	0	0	0	0	0	0
NA	OG0010409	0	0	0	0	1	2	0	1	2	0	0	0	0	0
NA	OG0010410	0	0	0	0	1	1	0	0	0	1	1	1	1	0
NA	OG0010411	0	0	0	0	1	1	0	3	0	0	0	0	0	1
NA	OG0010412	0	0	0	0	1	1	0	4	0	0	0	0	0	0
NA	OG0010413	0	0	0	0	1	1	0	1	1	0	0	0	1	1
NA	OG0010414	1	0	0	0	1	0	0	0	0	0	0	0	0	4
NA	OG0010415	0	0	0	0	4	2	0	0	0	0	0	0	0	0
NA	OG0010416	0	0	0	0	2	0	0	0	0	0	3	1	0	0
NA	OG0010417	0	0	0	0	2	4	0	0	0	0	0	0	0	0
NA	OG0010418	0	0	0	0	1	5	0	0	0	0	0	0	0	0
NA	OG0010419	0	1	0	0	1	1	0	1	0	0	1	0	0	1
NA	OG0010420	0	0	0	0	2	2	0	0	0	0	0	0	0	2
NA	OG0010421	0	0	0	0	1	3	0	0	0	0	0	0	0	2
NA	OG0010422	0	0	0	0	1	1	0	0	0	0	1	1	1	1
NA	OG0010423	0	0	0	0	1	5	0	0	0	0	0	0	0	0
NA	OG0010424	0	0	0	0	1	1	0	1	3	0	0	0	0	0
NA	OG0010425	0	0	0	0	1	5	0	0	0	0	0	0	0	0
NA	OG0010426	1	1	1	1	1	0	0	0	0	0	0	0	0	1
NA	OG0010427	1	0	1	0	1	0	0	1	1	0	1	0	0	0
NA	OG0010428	0	0	0	0	1	1	0	1	1	0	0	0	0	2
NA	OG0010429	0	0	0	0	1	1	0	0	0	1	1	1	1	0
NA	OG0010430	0	0	0	0	1	5	0	0	0	0	0	0	0	0
NA	OG0010431	1	0	1	1	1	1	0	0	0	0	0	0	0	1
NA	OG0010432	1	0	1	1	1	0	0	0	1	0	0	0	0	1
NA	OG0010433	0	0	0	0	1	2	0	0	0	0	0	0	0	3
NA	OG0010434	0	0	0	0	1	5	0	0	0	0	0	0	0	0
NA	OG0010435	0	0	0	0	1	1	0	1	1	0	0	0	1	1
NA	OG0010436	0	0	0	0	1	3	0	0	0	0	0	0	0	2
NA	OG0010437	0	0	0	0	1	2	0	0	0	0	0	0	0	3
NA	OG0010438	0	0	0	0	1	5	0	0	0	0	0	0	0	0
NA	OG0010439	0	0	0	0	1	5	0	0	0	0	0	0	0	0
NA	OG0010440	0	0	0	0	1	1	0	0	0	0	0	0	0	4
NA	OG0010441	0	0	0	0	3	3	0	0	0	0	0	0	0	0
NA	OG0010442	0	0	0	0	1	1	0	0	1	0	0	0	0	3
NA	OG0010443	0	0	0	0	2	4	0	0	0	0	0	0	0	0
NA	OG0010444	0	0	0	0	1	1	0	0	1	0	0	1	1	1
NA	OG0010445	0	0	0	0	1	0	0	0	5	0	0	0	0	0
NA	OG0010446	0	0	0	0	1	1	0	1	2	0	0	0	0	1
NA	OG0010447	0	0	1	1	2	0	0	0	0	0	0	0	0	2
NA	OG0010448	0	0	0	0	1	3	0	0	0	0	0	0	0	2
NA	OG0010449	1	0	1	1	1	1	0	0	1	0	0	0	0	0
NA	OG0010450	1	1	1	1	1	1	0	0	0	0	0	0	0	0
NA	OG0010451	0	0	0	0	1	1	0	1	2	0	0	0	0	1
NA	OG0010452	1	0	0	0	1	1	0	1	1	0	0	0	0	1
NA	OG0010453	0	0	0	0	1	1	0	1	2	0	0	0	0	1
NA	OG0010454	0	0	0	0	1	0	0	2	2	0	0	0	0	1
NA	OG0010455	1	1	1	1	1	1	0	0	0	0	0	0	0	0
NA	OG0010456	0	0	0	0	1	1	0	0	1	1	0	0	1	1
NA	OG0010457	0	0	0	0	1	5	0	0	0	0	0	0	0	0
NA	OG0010458	0	0	0	0	1	2	0	0	0	0	0	0	0	3
NA	OG0010459	1	1	1	1	1	0	0	0	0	0	0	0	0	1
NA	OG0010460	0	0	0	0	2	4	0	0	0	0	0	0	0	0
NA	OG0010461	0	1	1	1	1	0	0	0	0	0	1	0	0	1
NA	OG0010462	0	0	0	0	1	5	0	0	0	0	0	0	0	0
NA	OG0010463	0	1	0	0	1	0	0	1	2	0	0	0	0	1
NA	OG0010464	0	0	1	1	1	2	0	0	0	0	0	0	0	1
NA	OG0010465	0	0	0	0	1	1	0	0	0	1	1	1	1	0
NA	OG0010466	0	0	0	0	5	1	0	0	0	0	0	0	0	0
NA	OG0010467	0	0	0	0	1	5	0	0	0	0	0	0	0	0
NA	OG0010468	0	0	0	0	5	1	0	0	0	0	0	0	0	0
NA	OG0010469	0	0	0	0	1	0	0	0	0	0	2	0	3	0
NA	OG0010470	0	0	0	0	2	2	0	0	0	0	0	0	0	2
NA	OG0010471	1	0	0	0	1	0	0	0	0	0	1	0	3	0
NA	OG0010472	0	0	0	0	1	0	0	0	2	0	0	1	1	1
NA	OG0010473	0	0	0	0	1	1	0	0	2	0	0	0	0	2
NA	OG0010474	1	0	1	1	1	1	0	0	0	0	1	0	0	0
NA	OG0010475	0	0	0	0	1	0	0	0	0	0	0	0	0	5
NA	OG0010476	1	0	0	0	1	0	0	0	0	0	2	0	2	0
NA	OG0010477	3	0	0	0	1	0	0	0	0	0	0	0	2	0
NA	OG0010478	0	1	1	0	1	1	0	0	0	1	1	0	0	0
NA	OG0010479	0	0	0	0	1	0	0	1	3	0	0	0	0	1
NA	OG0010480	0	0	0	0	3	3	0	0	0	0	0	0	0	0
NA	OG0010481	0	0	0	0	1	5	0	0	0	0	0	0	0	0
NA	OG0010484	0	0	1	1	0	1	0	0	0	0	0	0	0	3
NA	OG0010487	1	1	1	1	0	1	0	0	0	1	0	0	0	0
NA	OG0010491	0	0	0	0	0	1	0	1	4	0	0	0	0	0
NA	OG0010493	0	0	0	0	0	5	0	0	0	0	1	0	0	0
NA	OG0010497	1	0	0	0	0	1	0	0	0	0	1	0	3	0
NA	OG0010498	0	0	0	0	0	2	0	3	0	0	0	1	0	0
NA	OG0010499	0	0	0	0	0	1	0	0	2	1	0	1	1	0
NA	OG0010500	0	0	0	0	0	1	0	0	0	1	1	1	1	1
NA	OG0010501	1	0	0	0	0	1	0	0	0	0	1	0	3	0
NA	OG0010502	0	0	0	0	0	1	0	0	0	0	0	5	0	0
